Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCash/button_Pemeriksaan""))",Chrome 145.0.7632.160,,,11-03-2026 11:15:42,11-03-2026 11:15:43,0.783s,PASSED
"setText(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/input_Rp 53,000.00_b3-b3-b6-l4_0-257_2-Inpu_e52861""), ""24-02-2022"")",Chrome 145.0.7632.160,,,11-03-2026 11:15:43,11-03-2026 11:15:46,3.294s,PASSED
"setText(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/input_Rp 53,000.00_b3-b3-b6-l4_0-257_2-b4-I_ee951e""), ""53000"")",Chrome 145.0.7632.160,,,11-03-2026 11:15:46,11-03-2026 11:15:47,1.510s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/select_Pilih OpsiSesuaiTidak Sesuai""), ""0"", true)",Chrome 145.0.7632.160,,,11-03-2026 11:15:47,11-03-2026 11:15:49,1.371s,PASSED
"setText(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/input_Rp 450,000.00_b3-b3-b6-l4_0-257_3-Inp_f9cef8""), ""24-02-2022"")",Chrome 145.0.7632.160,,,11-03-2026 11:15:49,11-03-2026 11:15:50,1.033s,PASSED
"setText(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/input_Rp 450,000.00_b3-b3-b6-l4_0-257_3-b4-_26d665""), ""250000"")",Chrome 145.0.7632.160,,,11-03-2026 11:15:50,11-03-2026 11:15:51,1.353s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/select_Pilih OpsiSesuaiTidak Sesuai_1""), ""0"", true)",Chrome 145.0.7632.160,,,11-03-2026 11:15:51,11-03-2026 11:15:52,1.149s,PASSED
"setText(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/input_Rp 2,000.00_b3-b3-b6-l4_0-257_4-Input_a620ba""), ""24-02-2022"")",Chrome 145.0.7632.160,,,11-03-2026 11:15:52,11-03-2026 11:15:53,0.961s,PASSED
"setText(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/input_Rp 2,000.00_b3-b3-b6-l4_0-257_4-b4-In_4c044b""), ""2000"")",Chrome 145.0.7632.160,,,11-03-2026 11:15:53,11-03-2026 11:15:55,1.329s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Sprint1/Staff-Assign-And-Submit/Page_PettyCashDetail/select_Pilih OpsiSesuaiTidak Sesuai_2""), ""0"", true)",Chrome 145.0.7632.160,,,11-03-2026 11:15:55,11-03-2026 11:15:56,1.068s,PASSED
